,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized,tokenized
179,"If it’s impossible to protest, then a wall full of pictures of all the people trump murdered should be built in memory of his cruelty and criminality to these poor souls!! #HASHTAG# #HASHTAG# #URL#","['If', 'it is', 'impossible', 'to', 'protest,', 'then', 'a', 'wall', 'full', 'of', 'pictures', 'of', 'all', 'the', 'people', 'trump', 'murdered', 'should', 'be', 'built', 'in', 'memory', 'of', 'his', 'cruelty', 'and', 'criminality', 'to', 'these', 'poor', 'souls!!', '#HASHTAG#', '#HASHTAG#', '#URL#']","If it is impossible to protest, then a wall full of pictures of all the people trump murdered should be built in memory of his cruelty and criminality to these poor souls!! #HASHTAG# #HASHTAG# #URL#","['if', 'it', 'is', 'impossible', 'to', 'protest', ',', 'then', 'a', 'wall', 'full', 'of', 'pictures', 'of', 'all', 'the', 'people', 'trump', 'murdered', 'should', 'be', 'built', 'in', 'memory', 'of', 'his', 'cruelty', 'and', 'criminality', 'to', 'these', 'poor', 'souls', '!', '!', '#', 'hashtag', '#', '#', 'hashtag', '#', '#', 'url', '#']","['if', 'it', 'is', 'impossible', 'to', 'protest', 'then', 'a', 'wall', 'full', 'of', 'pictures', 'of', 'all', 'the', 'people', 'trump', 'murdered', 'should', 'be', 'built', 'in', 'memory', 'of', 'his', 'cruelty', 'and', 'criminality', 'to', 'these', 'poor', 'souls', 'hashtag', 'hashtag', 'url']","['if', 'impossible', 'to', 'protest', 'then', 'wall', 'full', 'pictures', 'all', 'people', 'trump', 'murdered', 'should', 'be', 'built', 'in', 'memory', 'his', 'cruelty', 'and', 'criminality', 'to', 'these', 'poor', 'souls', 'hashtag', 'hashtag']","[('if', 'IN'), ('impossible', 'JJ'), ('to', 'TO'), ('protest', 'VB'), ('then', 'RB'), ('wall', 'VB'), ('full', 'JJ'), ('pictures', 'NNS'), ('all', 'DT'), ('people', 'NNS'), ('trump', 'VBP'), ('murdered', 'VBN'), ('should', 'MD'), ('be', 'VB'), ('built', 'VBN'), ('in', 'IN'), ('memory', 'NN'), ('his', 'PRP$'), ('cruelty', 'NN'), ('and', 'CC'), ('criminality', 'NN'), ('to', 'TO'), ('these', 'DT'), ('poor', 'JJ'), ('souls', 'NNS'), ('hashtag', 'VBP'), ('hashtag', 'NN')]","[('if', 'n'), ('impossible', 'a'), ('to', 'n'), ('protest', 'v'), ('then', 'r'), ('wall', 'v'), ('full', 'a'), ('pictures', 'n'), ('all', 'n'), ('people', 'n'), ('trump', 'v'), ('murdered', 'v'), ('should', 'n'), ('be', 'v'), ('built', 'v'), ('in', 'n'), ('memory', 'n'), ('his', 'n'), ('cruelty', 'n'), ('and', 'n'), ('criminality', 'n'), ('to', 'n'), ('these', 'n'), ('poor', 'a'), ('souls', 'n'), ('hashtag', 'v'), ('hashtag', 'n')]","['if', 'impossible', 'to', 'protest', 'then', 'wall', 'full', 'picture', 'all', 'people', 'trump', 'murder', 'should', 'be', 'build', 'in', 'memory', 'his', 'cruelty', 'and', 'criminality', 'to', 'these', 'poor', 'soul', 'hashtag', 'hashtag']","['If', 'it', 'is', 'impossible', 'to', 'protest', ',', 'then', 'a', 'wall', 'full', 'of', 'pictures', 'of', 'all', 'the', 'people', 'trump', 'murdered', 'should', 'be', 'built', 'in', 'memory', 'of', 'his', 'cruelty', 'and', 'criminality', 'to', 'these', 'poor', 'souls', '!', '!', '#', 'HASHTAG', '#', '#', 'HASHTAG', '#', '#', 'URL', '#']"
180,#USER# Chauvin took pleasure in killing this human being. Period. He should rot in solitary confinement in jail!,"['#USER#', 'Chauvin', 'took', 'pleasure', 'in', 'killing', 'this', 'human', 'being.', 'Period.', 'He', 'should', 'rot', 'in', 'solitary', 'confinement', 'in', 'jail!']",#USER# Chauvin took pleasure in killing this human being. Period. He should rot in solitary confinement in jail!,"['#', 'user', '#', 'chauvin', 'took', 'pleasure', 'in', 'killing', 'this', 'human', 'being', '.', 'period', '.', 'he', 'should', 'rot', 'in', 'solitary', 'confinement', 'in', 'jail', '!']","['user', 'chauvin', 'took', 'pleasure', 'in', 'killing', 'this', 'human', 'being', 'period', 'he', 'should', 'rot', 'in', 'solitary', 'confinement', 'in', 'jail']","['chauvin', 'took', 'pleasure', 'in', 'killing', 'this', 'human', 'being', 'period', 'he', 'should', 'rot', 'in', 'solitary', 'confinement', 'in', 'jail']","[('chauvin', 'NN'), ('took', 'VBD'), ('pleasure', 'NN'), ('in', 'IN'), ('killing', 'VBG'), ('this', 'DT'), ('human', 'JJ'), ('being', 'VBG'), ('period', 'NN'), ('he', 'PRP'), ('should', 'MD'), ('rot', 'VB'), ('in', 'IN'), ('solitary', 'JJ'), ('confinement', 'NN'), ('in', 'IN'), ('jail', 'NN')]","[('chauvin', 'n'), ('took', 'v'), ('pleasure', 'n'), ('in', 'n'), ('killing', 'v'), ('this', 'n'), ('human', 'a'), ('being', 'v'), ('period', 'n'), ('he', 'n'), ('should', 'n'), ('rot', 'v'), ('in', 'n'), ('solitary', 'a'), ('confinement', 'n'), ('in', 'n'), ('jail', 'n')]","['chauvin', 'take', 'pleasure', 'in', 'kill', 'this', 'human', 'be', 'period', 'he', 'should', 'rot', 'in', 'solitary', 'confinement', 'in', 'jail']","['#', 'USER', '#', 'Chauvin', 'took', 'pleasure', 'in', 'killing', 'this', 'human', 'being', '.', 'Period', '.', 'He', 'should', 'rot', 'in', 'solitary', 'confinement', 'in', 'jail', '!']"
181,And getting away with making loads of money. Deplorable. #HASHTAG# #URL#,"['And', 'getting', 'away', 'with', 'making', 'loads', 'of', 'money.', 'Deplorable.', '#HASHTAG#', '#URL#']",And getting away with making loads of money. Deplorable. #HASHTAG# #URL#,"['and', 'getting', 'away', 'with', 'making', 'loads', 'of', 'money', '.', 'deplorable', '.', '#', 'hashtag', '#', '#', 'url', '#']","['and', 'getting', 'away', 'with', 'making', 'loads', 'of', 'money', 'deplorable', 'hashtag', 'url']","['and', 'getting', 'away', 'with', 'making', 'loads', 'money', 'deplorable', 'hashtag']","[('and', 'CC'), ('getting', 'VBG'), ('away', 'RB'), ('with', 'IN'), ('making', 'VBG'), ('loads', 'NNS'), ('money', 'NN'), ('deplorable', 'JJ'), ('hashtag', 'NN')]","[('and', 'n'), ('getting', 'v'), ('away', 'r'), ('with', 'n'), ('making', 'v'), ('loads', 'n'), ('money', 'n'), ('deplorable', 'a'), ('hashtag', 'n')]","['and', 'get', 'away', 'with', 'make', 'load', 'money', 'deplorable', 'hashtag']","['And', 'getting', 'away', 'with', 'making', 'loads', 'of', 'money', '.', 'Deplorable', '.', '#', 'HASHTAG', '#', '#', 'URL', '#']"
182,#USER# Kevin McCarthy does not exist. He’s a figment of alien transportation technology. He will be transported back to report to their leader. 😂,"['#USER#', 'Kevin', 'McCarthy', 'does', 'not', 'exist.', 'He is', 'a', 'figment', 'of', 'alien', 'transportation', 'technology.', 'He', 'will', 'be', 'transported', 'back', 'to', 'report', 'to', 'their', 'leader.', '😂']",#USER# Kevin McCarthy does not exist. He is a figment of alien transportation technology. He will be transported back to report to their leader. 😂,"['#', 'user', '#', 'kevin', 'mccarthy', 'does', 'not', 'exist', '.', 'he', 'is', 'a', 'figment', 'of', 'alien', 'transportation', 'technology', '.', 'he', 'will', 'be', 'transported', 'back', 'to', 'report', 'to', 'their', 'leader', '.', '😂']","['user', 'kevin', 'mccarthy', 'does', 'not', 'exist', 'he', 'is', 'a', 'figment', 'of', 'alien', 'transportation', 'technology', 'he', 'will', 'be', 'transported', 'back', 'to', 'report', 'to', 'their', 'leader', '😂']","['kevin', 'mccarthy', 'does', 'not', 'exist', 'he', 'figment', 'alien', 'transportation', 'technology', 'he', 'will', 'be', 'transported', 'back', 'to', 'report', 'to', 'their', 'leader', '😂']","[('kevin', 'FW'), ('mccarthy', 'NN'), ('does', 'VBZ'), ('not', 'RB'), ('exist', 'VB'), ('he', 'PRP'), ('figment', 'JJ'), ('alien', 'JJ'), ('transportation', 'NN'), ('technology', 'NN'), ('he', 'PRP'), ('will', 'MD'), ('be', 'VB'), ('transported', 'VBN'), ('back', 'RB'), ('to', 'TO'), ('report', 'VB'), ('to', 'TO'), ('their', 'PRP$'), ('leader', 'NN'), ('😂', 'NN')]","[('kevin', 'n'), ('mccarthy', 'n'), ('does', 'v'), ('not', 'r'), ('exist', 'v'), ('he', 'n'), ('figment', 'a'), ('alien', 'a'), ('transportation', 'n'), ('technology', 'n'), ('he', 'n'), ('will', 'n'), ('be', 'v'), ('transported', 'v'), ('back', 'r'), ('to', 'n'), ('report', 'v'), ('to', 'n'), ('their', 'n'), ('leader', 'n'), ('😂', 'n')]","['kevin', 'mccarthy', 'do', 'not', 'exist', 'he', 'figment', 'alien', 'transportation', 'technology', 'he', 'will', 'be', 'transport', 'back', 'to', 'report', 'to', 'their', 'leader', '😂']","['#', 'USER', '#', 'Kevin', 'McCarthy', 'does', 'not', 'exist', '.', 'He', 'is', 'a', 'figment', 'of', 'alien', 'transportation', 'technology', '.', 'He', 'will', 'be', 'transported', 'back', 'to', 'report', 'to', 'their', 'leader', '.', '😂']"
183,#USER# #USER# Trump would be safe in jail! Lol,"['#USER#', '#USER#', 'Trump', 'would', 'be', 'safe', 'in', 'jail!', 'Lol']",#USER# #USER# Trump would be safe in jail! Lol,"['#', 'user', '#', '#', 'user', '#', 'trump', 'would', 'be', 'safe', 'in', 'jail', '!', 'lol']","['user', 'user', 'trump', 'would', 'be', 'safe', 'in', 'jail', 'lol']","['trump', 'would', 'be', 'safe', 'in', 'jail', 'lol']","[('trump', 'NN'), ('would', 'MD'), ('be', 'VB'), ('safe', 'JJ'), ('in', 'IN'), ('jail', 'NN'), ('lol', 'NN')]","[('trump', 'n'), ('would', 'n'), ('be', 'v'), ('safe', 'a'), ('in', 'n'), ('jail', 'n'), ('lol', 'n')]","['trump', 'would', 'be', 'safe', 'in', 'jail', 'lol']","['#', 'USER', '#', '#', 'USER', '#', 'Trump', 'would', 'be', 'safe', 'in', 'jail', '!', 'Lol']"
184,#USER# Mark Cuban is on the right track. People like this lower cost of meds. Now if he was government it would be even easier.,"['#USER#', 'Mark', 'Cuban', 'is', 'on', 'the', 'right', 'track.', 'People', 'like', 'this', 'lower', 'cost', 'of', 'meds.', 'Now', 'if', 'he', 'was', 'government', 'it', 'would', 'be', 'even', 'easier.']",#USER# Mark Cuban is on the right track. People like this lower cost of meds. Now if he was government it would be even easier.,"['#', 'user', '#', 'mark', 'cuban', 'is', 'on', 'the', 'right', 'track', '.', 'people', 'like', 'this', 'lower', 'cost', 'of', 'meds', '.', 'now', 'if', 'he', 'was', 'government', 'it', 'would', 'be', 'even', 'easier', '.']","['user', 'mark', 'cuban', 'is', 'on', 'the', 'right', 'track', 'people', 'like', 'this', 'lower', 'cost', 'of', 'meds', 'now', 'if', 'he', 'was', 'government', 'it', 'would', 'be', 'even', 'easier']","['mark', 'cuban', 'on', 'right', 'track', 'people', 'like', 'this', 'lower', 'cost', 'meds', 'now', 'if', 'he', 'was', 'government', 'would', 'be', 'even', 'easier']","[('mark', 'NN'), ('cuban', 'NN'), ('on', 'IN'), ('right', 'JJ'), ('track', 'NN'), ('people', 'NNS'), ('like', 'IN'), ('this', 'DT'), ('lower', 'JJR'), ('cost', 'NN'), ('meds', 'NNS'), ('now', 'RB'), ('if', 'IN'), ('he', 'PRP'), ('was', 'VBD'), ('government', 'NN'), ('would', 'MD'), ('be', 'VB'), ('even', 'RB'), ('easier', 'JJR')]","[('mark', 'n'), ('cuban', 'n'), ('on', 'n'), ('right', 'a'), ('track', 'n'), ('people', 'n'), ('like', 'n'), ('this', 'n'), ('lower', 'a'), ('cost', 'n'), ('meds', 'n'), ('now', 'r'), ('if', 'n'), ('he', 'n'), ('was', 'v'), ('government', 'n'), ('would', 'n'), ('be', 'v'), ('even', 'r'), ('easier', 'a')]","['mark', 'cuban', 'on', 'right', 'track', 'people', 'like', 'this', 'low', 'cost', 'med', 'now', 'if', 'he', 'be', 'government', 'would', 'be', 'even', 'easy']","['#', 'USER', '#', 'Mark', 'Cuban', 'is', 'on', 'the', 'right', 'track', '.', 'People', 'like', 'this', 'lower', 'cost', 'of', 'meds', '.', 'Now', 'if', 'he', 'was', 'government', 'it', 'would', 'be', 'even', 'easier', '.']"
185,Mamma’s got a lot of explaining to do!! Geez! #URL#,"['Mamma’s', 'got', 'a', 'lot', 'of', 'explaining', 'to', 'do!!', 'Geez!', '#URL#']",Mamma’s got a lot of explaining to do!! Geez! #URL#,"['mamma', '’', 's', 'got', 'a', 'lot', 'of', 'explaining', 'to', 'do', '!', '!', 'geez', '!', '#', 'url', '#']","['mamma', '’', 's', 'got', 'a', 'lot', 'of', 'explaining', 'to', 'do', 'geez', 'url']","['mamma', '’', 's', 'got', 'lot', 'explaining', 'to', 'do', 'geez']","[('mamma', 'NN'), ('’', 'NN'), ('s', 'NN'), ('got', 'VBD'), ('lot', 'RB'), ('explaining', 'VBG'), ('to', 'TO'), ('do', 'VB'), ('geez', 'VB')]","[('mamma', 'n'), ('’', 'n'), ('s', 'n'), ('got', 'v'), ('lot', 'r'), ('explaining', 'v'), ('to', 'n'), ('do', 'v'), ('geez', 'v')]","['mamma', '’', 's', 'get', 'lot', 'explain', 'to', 'do', 'geez']","['Mamma', '’', 's', 'got', 'a', 'lot', 'of', 'explaining', 'to', 'do', '!', '!', 'Geez', '!', '#', 'URL', '#']"
186,"#USER# That sticky muck you attached yourself to, will never come off! You played with mud and now you’re all dirty!","['#USER#', 'That', 'sticky', 'muck', 'you', 'attached', 'yourself', 'to,', 'will', 'never', 'come', 'off!', 'You', 'played', 'with', 'mud', 'and', 'now', 'you are', 'all', 'dirty!']","#USER# That sticky muck you attached yourself to, will never come off! You played with mud and now you are all dirty!","['#', 'user', '#', 'that', 'sticky', 'muck', 'you', 'attached', 'yourself', 'to', ',', 'will', 'never', 'come', 'off', '!', 'you', 'played', 'with', 'mud', 'and', 'now', 'you', 'are', 'all', 'dirty', '!']","['user', 'that', 'sticky', 'muck', 'you', 'attached', 'yourself', 'to', 'will', 'never', 'come', 'off', 'you', 'played', 'with', 'mud', 'and', 'now', 'you', 'are', 'all', 'dirty']","['that', 'sticky', 'muck', 'you', 'attached', 'yourself', 'to', 'will', 'never', 'come', 'off', 'you', 'played', 'with', 'mud', 'and', 'now', 'you', 'are', 'all', 'dirty']","[('that', 'DT'), ('sticky', 'JJ'), ('muck', 'NN'), ('you', 'PRP'), ('attached', 'VBD'), ('yourself', 'PRP'), ('to', 'TO'), ('will', 'MD'), ('never', 'RB'), ('come', 'VB'), ('off', 'RP'), ('you', 'PRP'), ('played', 'VBP'), ('with', 'IN'), ('mud', 'NNS'), ('and', 'CC'), ('now', 'RB'), ('you', 'PRP'), ('are', 'VBP'), ('all', 'DT'), ('dirty', 'NN')]","[('that', 'n'), ('sticky', 'a'), ('muck', 'n'), ('you', 'n'), ('attached', 'v'), ('yourself', 'n'), ('to', 'n'), ('will', 'n'), ('never', 'r'), ('come', 'v'), ('off', 'r'), ('you', 'n'), ('played', 'v'), ('with', 'n'), ('mud', 'n'), ('and', 'n'), ('now', 'r'), ('you', 'n'), ('are', 'v'), ('all', 'n'), ('dirty', 'n')]","['that', 'sticky', 'muck', 'you', 'attach', 'yourself', 'to', 'will', 'never', 'come', 'off', 'you', 'play', 'with', 'mud', 'and', 'now', 'you', 'be', 'all', 'dirty']","['#', 'USER', '#', 'That', 'sticky', 'muck', 'you', 'attached', 'yourself', 'to', ',', 'will', 'never', 'come', 'off', '!', 'You', 'played', 'with', 'mud', 'and', 'now', 'you', 'are', 'all', 'dirty', '!']"
187,"Moscow Mitch is pure evil! Cruel, corrupt, anti democratic and hates America! #URL#","['Moscow', 'Mitch', 'is', 'pure', 'evil!', 'Cruel,', 'corrupt,', 'anti', 'democratic', 'and', 'hates', 'America!', '#URL#']","Moscow Mitch is pure evil! Cruel, corrupt, anti democratic and hates America! #URL#","['moscow', 'mitch', 'is', 'pure', 'evil', '!', 'cruel', ',', 'corrupt', ',', 'anti', 'democratic', 'and', 'hates', 'america', '!', '#', 'url', '#']","['moscow', 'mitch', 'is', 'pure', 'evil', 'cruel', 'corrupt', 'anti', 'democratic', 'and', 'hates', 'america', 'url']","['moscow', 'mitch', 'pure', 'evil', 'cruel', 'corrupt', 'anti', 'democratic', 'and', 'hates', 'america']","[('moscow', 'NN'), ('mitch', 'NN'), ('pure', 'NN'), ('evil', 'VBZ'), ('cruel', 'JJ'), ('corrupt', 'NN'), ('anti', 'NNS'), ('democratic', 'JJ'), ('and', 'CC'), ('hates', 'NNS'), ('america', 'VBP')]","[('moscow', 'n'), ('mitch', 'n'), ('pure', 'n'), ('evil', 'v'), ('cruel', 'a'), ('corrupt', 'n'), ('anti', 'n'), ('democratic', 'a'), ('and', 'n'), ('hates', 'n'), ('america', 'v')]","['moscow', 'mitch', 'pure', 'evil', 'cruel', 'corrupt', 'anti', 'democratic', 'and', 'hate', 'america']","['Moscow', 'Mitch', 'is', 'pure', 'evil', '!', 'Cruel', ',', 'corrupt', ',', 'anti', 'democratic', 'and', 'hates', 'America', '!', '#', 'URL', '#']"
188,#USER# He’s also playing into the ignorance of his base. He must be having a ball at their expense!,"['#USER#', 'He is', 'also', 'playing', 'into', 'the', 'ignorance', 'of', 'his', 'base.', 'He', 'must', 'be', 'having', 'a', 'ball', 'at', 'their', 'expense!']",#USER# He is also playing into the ignorance of his base. He must be having a ball at their expense!,"['#', 'user', '#', 'he', 'is', 'also', 'playing', 'into', 'the', 'ignorance', 'of', 'his', 'base', '.', 'he', 'must', 'be', 'having', 'a', 'ball', 'at', 'their', 'expense', '!']","['user', 'he', 'is', 'also', 'playing', 'into', 'the', 'ignorance', 'of', 'his', 'base', 'he', 'must', 'be', 'having', 'a', 'ball', 'at', 'their', 'expense']","['he', 'also', 'playing', 'into', 'ignorance', 'his', 'base', 'he', 'must', 'be', 'having', 'ball', 'at', 'their', 'expense']","[('he', 'PRP'), ('also', 'RB'), ('playing', 'VBG'), ('into', 'IN'), ('ignorance', 'NN'), ('his', 'PRP$'), ('base', 'NN'), ('he', 'PRP'), ('must', 'MD'), ('be', 'VB'), ('having', 'VBG'), ('ball', 'DT'), ('at', 'IN'), ('their', 'PRP$'), ('expense', 'NN')]","[('he', 'n'), ('also', 'r'), ('playing', 'v'), ('into', 'n'), ('ignorance', 'n'), ('his', 'n'), ('base', 'n'), ('he', 'n'), ('must', 'n'), ('be', 'v'), ('having', 'v'), ('ball', 'n'), ('at', 'n'), ('their', 'n'), ('expense', 'n')]","['he', 'also', 'play', 'into', 'ignorance', 'his', 'base', 'he', 'must', 'be', 'have', 'ball', 'at', 'their', 'expense']","['#', 'USER', '#', 'He', 'is', 'also', 'playing', 'into', 'the', 'ignorance', 'of', 'his', 'base', '.', 'He', 'must', 'be', 'having', 'a', 'ball', 'at', 'their', 'expense', '!']"
189,Let’s move the clock ahead!!!!lol #URL# #URL#,"['Let us', 'move', 'the', 'clock', 'ahead!!!!lol', '#URL#', '#URL#']",Let us move the clock ahead!!!!lol #URL# #URL#,"['let', 'us', 'move', 'the', 'clock', 'ahead', '!', '!', '!', '!', 'lol', '#', 'url', '#', '#', 'url', '#']","['let', 'us', 'move', 'the', 'clock', 'ahead', 'lol', 'url', 'url']","['let', 'us', 'move', 'clock', 'ahead', 'lol']","[('let', 'VB'), ('us', 'PRP'), ('move', 'VB'), ('clock', 'NN'), ('ahead', 'RB'), ('lol', 'VBD')]","[('let', 'v'), ('us', 'n'), ('move', 'v'), ('clock', 'n'), ('ahead', 'r'), ('lol', 'v')]","['let', 'u', 'move', 'clock', 'ahead', 'lol']","['Let', 'us', 'move', 'the', 'clock', 'ahead', '!', '!', '!', '!', 'lol', '#', 'URL', '#', '#', 'URL', '#']"
190,"#USER# No, no, no, nowhere near! Debra Messing, absolutely!","['#USER#', 'No,', 'no,', 'no,', 'nowhere', 'near!', 'Debra', 'Messing,', 'absolutely!']","#USER# No, no, no, nowhere near! Debra Messing, absolutely!","['#', 'user', '#', 'no', ',', 'no', ',', 'no', ',', 'nowhere', 'near', '!', 'debra', 'messing', ',', 'absolutely', '!']","['user', 'no', 'no', 'no', 'nowhere', 'near', 'debra', 'messing', 'absolutely']","['no', 'no', 'no', 'nowhere', 'near', 'debra', 'messing', 'absolutely']","[('no', 'DT'), ('no', 'DT'), ('no', 'DT'), ('nowhere', 'RB'), ('near', 'IN'), ('debra', 'NN'), ('messing', 'NN'), ('absolutely', 'RB')]","[('no', 'n'), ('no', 'n'), ('no', 'n'), ('nowhere', 'r'), ('near', 'n'), ('debra', 'n'), ('messing', 'n'), ('absolutely', 'r')]","['no', 'no', 'no', 'nowhere', 'near', 'debra', 'messing', 'absolutely']","['#', 'USER', '#', 'No', ',', 'no', ',', 'no', ',', 'nowhere', 'near', '!', 'Debra', 'Messing', ',', 'absolutely', '!']"
191,#USER# No...so he can lie again and spin it around. We've been through that already!,"['#USER#', 'No...so', 'he', 'can', 'lie', 'again', 'and', 'spin', 'it', 'around.', 'We have', 'been', 'through', 'that', 'already!']",#USER# No...so he can lie again and spin it around. We have been through that already!,"['#', 'user', '#', 'no', '...', 'so', 'he', 'can', 'lie', 'again', 'and', 'spin', 'it', 'around', '.', 'we', 'have', 'been', 'through', 'that', 'already', '!']","['user', 'no', '...', 'so', 'he', 'can', 'lie', 'again', 'and', 'spin', 'it', 'around', 'we', 'have', 'been', 'through', 'that', 'already']","['no', '...', 'so', 'he', 'can', 'lie', 'again', 'and', 'spin', 'around', 'we', 'been', 'through', 'that', 'already']","[('no', 'DT'), ('...', ':'), ('so', 'RB'), ('he', 'PRP'), ('can', 'MD'), ('lie', 'VB'), ('again', 'RB'), ('and', 'CC'), ('spin', 'VB'), ('around', 'IN'), ('we', 'PRP'), ('been', 'VBN'), ('through', 'IN'), ('that', 'DT'), ('already', 'RB')]","[('no', 'n'), ('...', 'n'), ('so', 'r'), ('he', 'n'), ('can', 'n'), ('lie', 'v'), ('again', 'r'), ('and', 'n'), ('spin', 'v'), ('around', 'n'), ('we', 'n'), ('been', 'v'), ('through', 'n'), ('that', 'n'), ('already', 'r')]","['no', '...', 'so', 'he', 'can', 'lie', 'again', 'and', 'spin', 'around', 'we', 'be', 'through', 'that', 'already']","['#', 'USER', '#', 'No', '...', 'so', 'he', 'can', 'lie', 'again', 'and', 'spin', 'it', 'around', '.', 'We', 'have', 'been', 'through', 'that', 'already', '!']"
192,#USER# How is this ignorant person a member of Congress? Just because she's sooo stupid she wants to keep everyone else dumb.,"['#USER#', 'How', 'is', 'this', 'ignorant', 'person', 'a', 'member', 'of', 'Congress?', 'Just', 'because', 'she is', 'sooo', 'stupid', 'she', 'wants', 'to', 'keep', 'everyone', 'else', 'dumb.']",#USER# How is this ignorant person a member of Congress? Just because she is sooo stupid she wants to keep everyone else dumb.,"['#', 'user', '#', 'how', 'is', 'this', 'ignorant', 'person', 'a', 'member', 'of', 'congress', '?', 'just', 'because', 'she', 'is', 'sooo', 'stupid', 'she', 'wants', 'to', 'keep', 'everyone', 'else', 'dumb', '.']","['user', 'how', 'is', 'this', 'ignorant', 'person', 'a', 'member', 'of', 'congress', 'just', 'because', 'she', 'is', 'sooo', 'stupid', 'she', 'wants', 'to', 'keep', 'everyone', 'else', 'dumb']","['how', 'this', 'ignorant', 'person', 'member', 'congress', 'just', 'because', 'she', 'sooo', 'stupid', 'she', 'wants', 'to', 'keep', 'everyone', 'else', 'dumb']","[('how', 'WRB'), ('this', 'DT'), ('ignorant', 'JJ'), ('person', 'NN'), ('member', 'NN'), ('congress', 'NN'), ('just', 'RB'), ('because', 'IN'), ('she', 'PRP'), ('sooo', 'VBD'), ('stupid', 'JJ'), ('she', 'PRP'), ('wants', 'VBZ'), ('to', 'TO'), ('keep', 'VB'), ('everyone', 'NN'), ('else', 'RB'), ('dumb', 'JJ')]","[('how', 'n'), ('this', 'n'), ('ignorant', 'a'), ('person', 'n'), ('member', 'n'), ('congress', 'n'), ('just', 'r'), ('because', 'n'), ('she', 'n'), ('sooo', 'v'), ('stupid', 'a'), ('she', 'n'), ('wants', 'v'), ('to', 'n'), ('keep', 'v'), ('everyone', 'n'), ('else', 'r'), ('dumb', 'a')]","['how', 'this', 'ignorant', 'person', 'member', 'congress', 'just', 'because', 'she', 'sooo', 'stupid', 'she', 'want', 'to', 'keep', 'everyone', 'else', 'dumb']","['#', 'USER', '#', 'How', 'is', 'this', 'ignorant', 'person', 'a', 'member', 'of', 'Congress', '?', 'Just', 'because', 'she', 'is', 'sooo', 'stupid', 'she', 'wants', 'to', 'keep', 'everyone', 'else', 'dumb', '.']"
